zip,latitude,longitude,city,stateCode,state,county,country,countryCodeIso2,countryCodeIso3,type
36768,31.90805,-87.02165,Pine Apple,AL,Alabama,Wilcox,United State Of America,US,USA,Location
36769,31.99841,-87.53861,Pine Hill,AL,Alabama,Wilcox,United State Of America,US,USA,Location
36773,32.261,-87.35878,Safford,AL,Alabama,Dallas,United State Of America,US,USA,Location
36775,32.22924,-87.01662,Sardis,AL,Alabama,Dallas,United State Of America,US,USA,Location
36776,32.74499,-87.74252,Sawyerville,AL,Alabama,Hale,United State Of America,US,USA,Location
36782,32.12822,-87.91858,Sweet Water,AL,Alabama,Marengo,United State Of America,US,USA,Location
36783,32.24724,-87.60102,Thomaston,AL,Alabama,Marengo,United State Of America,US,USA,Location
36784,31.93985,-87.80012,Thomasville,AL,Alabama,Clarke,United State Of America,US,USA,Location
36785,32.25267,-86.83672,Tyler,AL,Alabama,Lowndes,United State Of America,US,USA,Location
36786,32.43969,-87.48806,Uniontown,AL,Alabama,Perry,United State Of America,US,USA,Location
36790,32.73319,-86.89632,Stanton,AL,Alabama,Chilton,United State Of America,US,USA,Location
36792,32.9216,-86.90595,Randolph,AL,Alabama,Bibb,United State Of America,US,USA,Location
36793,32.81731,-87.02616,Lawley,AL,Alabama,Bibb,United State Of America,US,USA,Location
36801,32.69173,-85.3972,Opelika,AL,Alabama,Lee,United State Of America,US,USA,Location
36804,32.53347,-85.3422,Opelika,AL,Alabama,Lee,United State Of America,US,USA,Location
36830,32.5389,-85.49207,Auburn,AL,Alabama,Lee,United State Of America,US,USA,Location
36832,32.59621,-85.58197,Auburn,AL,Alabama,Lee,United State Of America,US,USA,Location
36849,32.60241,-85.4873,Auburn University,AL,Alabama,Lee,United State Of America,US,USA,Location
36850,32.78588,-85.65685,Camp Hill,AL,Alabama,Tallapoosa,United State Of America,US,USA,Location
36852,32.75727,-85.2914,Cusseta,AL,Alabama,Lee,United State Of America,US,USA,Location
36853,32.80723,-85.76793,Dadeville,AL,Alabama,Tallapoosa,United State Of America,US,USA,Location
36854,32.75379,-85.18444,Valley,AL,Alabama,Chambers,United State Of America,US,USA,Location
36855,33.03163,-85.30253,Five Points,AL,Alabama,Chambers,United State Of America,US,USA,Location
36856,32.2766,-84.99898,Fort Mitchell,AL,Alabama,Russell,United State Of America,US,USA,Location
36858,32.31552,-85.3207,Hatchechubbee,AL,Alabama,Russell,United State Of America,US,USA,Location
36859,32.23258,-85.00448,Holy Trinity,AL,Alabama,Russell,United State Of America,US,USA,Location
36860,32.25246,-85.41887,Hurtsboro,AL,Alabama,Russell,United State Of America,US,USA,Location
36861,32.88567,-85.83259,Jacksons Gap,AL,Alabama,Tallapoosa,United State Of America,US,USA,Location
36862,32.90442,-85.4418,Lafayette,AL,Alabama,Chambers,United State Of America,US,USA,Location
36863,32.89515,-85.25508,Lanett,AL,Alabama,Chambers,United State Of America,US,USA,Location
36865,32.60287,-85.58996,Loachapoka,AL,Alabama,Lee,United State Of America,US,USA,Location
36866,32.55437,-85.71545,Notasulga,AL,Alabama,Macon,United State Of America,US,USA,Location
36867,32.49662,-85.02347,Phenix City,AL,Alabama,Russell,United State Of America,US,USA,Location
36869,32.42015,-85.07984,Phenix City,AL,Alabama,Russell,United State Of America,US,USA,Location
36870,32.48402,-85.12018,Phenix City,AL,Alabama,Lee,United State Of America,US,USA,Location
36871,32.18103,-85.15228,Pittsview,AL,Alabama,Russell,United State Of America,US,USA,Location
36874,32.56556,-85.20573,Salem,AL,Alabama,Lee,United State Of America,US,USA,Location
36875,32.33317,-85.17286,Seale,AL,Alabama,Russell,United State Of America,US,USA,Location
36877,32.55869,-85.09875,Smiths Station,AL,Alabama,Lee,United State Of America,US,USA,Location
36879,32.72836,-85.55882,Waverly,AL,Alabama,Lee,United State Of America,US,USA,Location
36901,32.42547,-88.14741,Bellamy,AL,Alabama,Sumter,United State Of America,US,USA,Location
36904,32.10204,-88.25861,Butler,AL,Alabama,Choctaw,United State Of America,US,USA,Location
36907,32.43646,-88.34329,Cuba,AL,Alabama,Sumter,United State Of America,US,USA,Location
36908,31.90115,-88.31017,Gilbertown,AL,Alabama,Choctaw,United State Of America,US,USA,Location
36910,32.2046,-88.14694,Jachin,AL,Alabama,Choctaw,United State Of America,US,USA,Location
36912,32.23516,-88.3045,Lisman,AL,Alabama,Choctaw,United State Of America,US,USA,Location
36913,31.96095,-88.44709,Melvin,AL,Alabama,Choctaw,United State Of America,US,USA,Location
36915,31.95508,-88.35871,Needham,AL,Alabama,Choctaw,United State Of America,US,USA,Location
36916,32.20998,-88.05651,Pennington,AL,Alabama,Choctaw,United State Of America,US,USA,Location
36919,31.76629,-88.29301,Silas,AL,Alabama,Choctaw,United State Of America,US,USA,Location
36921,31.96814,-88.19167,Toxey,AL,Alabama,Choctaw,United State Of America,US,USA,Location
36922,32.30379,-88.14721,Ward,AL,Alabama,Choctaw,United State Of America,US,USA,Location
36925,32.4326,-88.1782,York,AL,Alabama,Sumter,United State Of America,US,USA,Location
